Age,Experience,Education,Hours,Department,Salary,HighSalary
31,1,12,41,Finance,60726,0
22,1,18,45,IT,72089,0
32,10,16,42,HR,103410,1
50,24,14,36,IT,145579,1
56,12,12,39,IT,98603,1
38,0,14,43,IT,62990,0
46,24,18,35,Sales,148344,1
27,6,18,51,HR,91601,1
21,0,14,44,IT,65088,0
46,1,16,42,IT,67403,0
43,1,18,52,Sales,78696,0
46,20,12,59,IT,136402,1
26,4,18,44,HR,85749,1
26,4,12,43,IT,70862,0
28,3,14,38,HR,65757,0
44,11,12,36,HR,90692,1
42,2,14,53,Finance,72671,0
39,9,18,44,Sales,103259,1
57,17,16,51,Sales,126082,1
38,9,18,37,Sales,93619,1
51,0,18,55,Finance,72957,0
57,5,18,53,Finance,86820,1
50,10,18,53,HR,109823,1
53,19,16,60,Sales,131566,1
30,4,18,56,Finance,84933,1
57,20,12,53,Finance,125685,1
32,4,16,53,Finance,83665,1
50,17,16,49,HR,128935,1
47,20,12,59,IT,128832,1
59,18,14,52,Finance,131221,1
29,3,18,51,Finance,78218,0
41,12,16,44,Finance,105890,1
32,1,18,58,Sales,73447,0
49,19,18,48,Sales,132258,1
53,28,12,53,Finance,154462,1
35,8,12,57,HR,88486,1
22,1,12,52,IT,60277,0
59,12,18,45,Sales,110310,1
38,16,16,45,IT,116978,1
23,0,16,46,Finance,61447,0
27,5,14,42,Sales,79775,0
38,0,18,50,IT,66263,0
58,16,14,59,Finance,123802,1
57,20,14,58,Sales,138403,1
53,21,14,42,Finance,132842,1
51,14,14,58,Sales,116046,1
31,1,14,48,IT,70653,0
24,2,18,57,IT,80300,1
38,15,12,52,Sales,116728,1
24,2,14,58,HR,69405,0
54,31,16,55,Finance,175140,1
49,16,18,56,IT,132899,1
44,3,14,38,HR,65029,0
42,11,16,51,Sales,109929,1
22,0,14,47,IT,60818,0
26,3,12,39,IT,62014,0
45,20,18,37,Finance,137949,1
41,0,12,43,HR,57506,0
36,0,16,54,Finance,63214,0
51,6,14,60,Sales,87305,1
34,8,12,52,IT,86088,1
59,0,12,54,HR,64098,0
48,15,14,53,Finance,112102,1
52,17,18,53,HR,131241,1
48,21,16,55,Sales,143575,1
29,5,18,50,IT,87631,1
42,1,16,35,HR,65842,0
52,8,16,39,Sales,92860,1
25,3,12,58,Sales,73557,0
43,12,14,49,IT,106192,1
25,2,18,60,Finance,81499,1
52,12,12,46,IT,97355,1
30,2,12,59,IT,67639,0
59,7,12,35,HR,78951,0
35,6,18,48,HR,89738,1
27,0,12,52,Finance,63308,0
49,15,14,52,Sales,111897,1
23,2,12,40,HR,66676,0
39,16,12,35,Finance,109174,1
30,1,16,51,IT,74434,0
48,27,12,52,Sales,155621,1
49,26,18,49,IT,158353,1
35,14,18,46,Sales,123005,1
55,16,14,47,HR,122254,1
26,2,18,54,IT,82964,1
32,4,18,36,IT,82481,1
58,15,12,38,Sales,108899,1
33,9,14,37,Finance,86415,1
49,13,18,53,Sales,119367,1
39,1,14,59,HR,65410,0
23,2,14,42,Finance,65734,0
28,7,16,46,IT,90755,1
28,6,16,46,IT,82354,1
40,9,12,44,IT,86492,1
24,1,18,59,HR,78065,0
41,4,12,35,IT,69718,0
23,0,12,39,IT,57608,0
28,1,14,54,Finance,67002,0
43,21,14,45,HR,137852,1
36,11,14,43,IT,95664,1
33,6,12,48,Finance,81219,1
23,1,18,37,IT,74685,0
29,8,12,39,Finance,81004,1
34,0,12,58,IT,60358,0
33,3,12,60,HR,73036,0
27,3,16,55,Sales,83430,1
35,11,16,43,HR,100217,1
27,0,18,52,Finance,67366,0
58,36,16,40,IT,185572,1
54,23,12,55,HR,140463,1
42,11,16,59,IT,108520,1
44,0,16,41,HR,67048,0
57,19,12,50,Finance,121250,1
21,0,18,42,Sales,66411,0
30,8,16,57,HR,96556,1
36,12,12,44,IT,101554,1
28,0,12,60,IT,60554,0
45,16,12,39,IT,109118,1
32,3,14,45,Finance,72140,0
45,13,12,55,Finance,106036,1
37,6,16,47,Sales,85088,1
46,2,16,54,IT,71054,0
34,0,12,36,Sales,52650,0
56,31,14,48,IT,169279,1
43,14,14,43,HR,105093,1
26,2,14,44,HR,72969,0
25,1,16,44,HR,73372,0
45,1,14,44,IT,68638,0
38,3,18,60,HR,84461,1
33,0,18,53,IT,71640,0
34,0,14,45,Sales,62132,0
48,27,18,45,Finance,167341,1
38,7,12,37,HR,82583,1
48,22,14,53,IT,143049,1
47,13,14,58,IT,111653,1
52,23,14,56,Sales,145197,1
29,3,12,35,Sales,66969,0
60,37,12,46,Finance,187632,1
52,30,14,49,Sales,169234,1
40,18,16,48,Finance,132520,1
48,26,16,37,Finance,158967,1
53,28,18,54,Sales,170990,1
24,3,12,47,Finance,64273,0
54,5,18,52,HR,87801,1
23,2,18,50,Finance,74360,0
46,22,14,40,IT,135067,1
28,6,16,44,IT,82644,1
26,5,18,51,IT,89287,1
36,14,14,51,Sales,112479,1
44,11,12,42,IT,93453,1
59,7,18,38,Sales,93280,1
50,22,16,49,IT,145481,1
33,1,12,35,Finance,59060,0
25,4,14,41,Sales,76512,0
45,7,12,59,IT,87119,1
40,19,18,44,Finance,136560,1
38,15,12,41,Sales,105570,1
38,3,12,35,Finance,65910,0
22,0,12,51,Finance,64194,0
30,3,16,46,Finance,71494,0
32,5,18,51,Sales,92566,1
33,10,14,49,Sales,98554,1
31,3,16,58,HR,80814,1
39,15,18,50,HR,123186,1
55,22,14,57,HR,141743,1
59,20,14,48,HR,135980,1
46,12,14,37,Sales,103974,1
34,4,18,53,HR,82652,1
44,14,14,46,IT,106460,1
21,0,14,53,HR,64515,0
42,7,16,52,IT,89932,1
43,6,14,48,IT,86888,1
39,13,12,54,Finance,106313,1
38,6,16,57,Finance,92070,1
32,5,16,43,Finance,84270,1
48,6,18,37,HR,83430,1
48,22,14,60,Sales,144777,1
53,29,12,57,IT,167076,1
39,17,12,46,Sales,121570,1
48,9,14,54,Sales,96101,1
57,17,14,51,HR,124715,1
46,13,18,39,Sales,117266,1
55,9,12,42,Sales,86966,1
54,29,16,53,Finance,170513,1
55,25,18,60,Finance,163926,1
60,6,18,38,IT,84985,1
36,6,16,49,IT,85640,1
58,4,18,53,Finance,87189,1
33,0,14,49,HR,64105,0
43,13,16,60,HR,112002,1
42,17,16,48,IT,121645,1
36,12,12,50,Finance,98612,1
48,24,16,58,HR,149908,1
55,7,18,44,Sales,90470,1
28,1,12,58,IT,61861,0
42,16,18,48,IT,131187,1
41,5,14,54,Sales,84451,1
46,14,14,45,Sales,109158,1
60,14,12,36,IT,105777,1
41,15,12,53,Sales,114009,1
45,7,18,37,HR,87065,1
21,0,14,38,IT,56469,0
26,2,12,45,HR,61943,0
43,19,14,47,IT,133024,1
43,14,14,52,HR,115936,1
43,2,14,52,Finance,72163,0
52,5,18,53,HR,91916,1
50,29,18,46,Sales,176299,1
33,8,14,35,Finance,84548,1
38,7,14,58,IT,88942,1
43,15,14,40,HR,111639,1
35,14,16,37,IT,111302,1
53,31,16,51,Finance,176924,1
41,12,18,37,Sales,111873,1
59,14,14,35,Sales,103787,1
43,17,16,37,Sales,125901,1
47,12,12,38,IT,99903,1
38,7,12,40,Sales,80319,1
44,13,14,41,Sales,103590,1
60,27,16,57,IT,159461,1
27,2,12,59,IT,72352,0
40,5,18,42,Finance,82204,1
47,23,12,47,Sales,138974,1
26,0,18,38,Finance,63143,0
47,0,12,40,HR,53410,0
29,8,12,45,HR,85493,1
51,1,16,35,HR,69634,0
41,12,12,42,HR,95433,1
46,0,12,56,IT,56685,0
60,31,18,36,Finance,173904,1
33,7,18,42,Finance,93457,1
43,3,12,54,IT,72789,0
40,1,14,43,HR,62621,0
57,20,12,38,Finance,128743,1
48,25,12,51,Sales,148737,1
37,15,16,41,IT,113396,1
48,2,12,44,IT,69063,0
22,0,12,39,Sales,60426,0
45,4,18,44,HR,87957,1
26,1,18,46,HR,77442,0
31,7,18,55,Finance,94492,1
58,24,18,54,Sales,160733,1
26,3,12,40,Finance,70423,0
31,10,14,35,HR,92833,1
34,0,16,37,Finance,58638,0
22,0,16,41,Sales,67463,0
60,14,14,45,Sales,106268,1
23,0,14,58,Sales,63256,0
55,33,16,46,HR,183205,1
53,16,12,43,IT,110021,1
44,19,16,35,IT,129553,1
39,8,14,38,IT,92326,1
38,11,12,36,Finance,88313,1
44,3,16,36,Sales,73007,0
55,12,12,51,HR,100790,1
21,0,12,55,IT,63882,0
56,3,14,36,IT,70293,0
45,6,18,38,Finance,86264,1
54,8,16,59,Finance,100305,1
45,22,14,45,IT,137602,1
36,0,16,53,Sales,64004,0
54,32,18,58,Sales,183212,1
49,19,18,60,Finance,141631,1
39,3,18,47,Finance,76251,0
43,0,18,56,Sales,74428,0
39,9,16,60,Finance,106072,1
45,1,12,55,Finance,66831,0
36,10,12,52,Sales,90401,1
29,4,18,53,Sales,85444,1
21,0,18,58,HR,74828,0
39,14,12,49,Finance,106840,1
53,24,14,46,Finance,142352,1
54,8,18,59,HR,99492,1
36,0,12,45,Finance,55223,0
60,20,14,57,Finance,135676,1
38,12,12,35,IT,93522,1
54,2,14,50,IT,69670,0
45,3,16,47,IT,81222,1
26,3,14,40,HR,69688,0
41,10,18,57,Finance,103703,1
26,3,14,40,HR,72528,0
52,6,14,44,HR,84350,1
59,25,18,36,Finance,156196,1
51,10,16,59,Sales,108218,1
30,7,14,37,Sales,84562,1
50,10,16,40,Finance,101978,1
38,9,12,50,Sales,88275,1
44,4,12,40,IT,68639,0
29,6,18,58,Finance,98182,1
51,18,16,47,HR,125538,1
35,2,18,38,IT,70250,0
24,2,18,49,HR,73139,0
60,11,14,40,Sales,101300,1
29,3,12,35,Finance,66857,0
29,5,18,43,IT,87975,1
46,14,14,46,Finance,115657,1
24,0,14,59,IT,63608,0
37,13,16,57,IT,114793,1
36,11,12,45,IT,92257,1
35,12,16,47,Finance,104644,1
55,20,16,35,IT,129405,1
25,2,18,53,IT,75715,0
25,3,16,55,Finance,76276,0
40,4,18,38,HR,77850,0
35,13,16,39,Sales,107744,1
38,17,14,57,Finance,124506,1
22,1,12,59,Finance,63834,0
49,26,12,51,IT,151148,1
33,10,12,39,Finance,94065,1
24,0,14,53,Finance,68190,0
30,6,14,37,Sales,76222,0
51,1,16,45,Finance,71284,0
28,5,16,36,IT,80652,1
23,0,16,56,Sales,65976,0
29,5,16,48,Finance,83737,1
50,22,12,40,IT,134333,1
31,4,16,53,Sales,83211,1
55,24,14,35,Finance,147384,1
57,3,14,41,IT,66090,0
33,12,14,36,Sales,103308,1
56,13,18,58,IT,115318,1
33,7,18,53,Sales,96993,1
32,7,18,35,Finance,91310,1
57,23,16,60,HR,147488,1
30,1,12,43,Sales,64159,0
29,2,12,55,Finance,68138,0
27,0,16,51,Sales,67470,0
22,0,16,44,HR,63238,0
43,6,18,40,IT,86303,1
59,12,14,60,HR,103308,1
60,26,14,37,HR,147238,1
59,4,18,54,IT,83396,1
41,3,18,58,HR,79361,0
43,9,12,49,Finance,89020,1
49,12,18,55,Sales,117459,1
34,9,14,56,HR,96032,1
46,13,14,60,Sales,107145,1
25,1,16,54,Sales,72714,0
51,21,12,40,IT,134088,1
45,11,16,37,HR,99868,1
51,26,12,44,IT,151115,1
40,0,16,46,IT,70562,0
37,6,12,35,Sales,71315,0
22,0,18,56,Finance,69705,0
45,7,14,50,Sales,90540,1
33,10,18,51,IT,106198,1
59,12,12,44,HR,97404,1
48,13,12,46,Finance,99429,1
26,3,16,53,Finance,75197,0
23,0,12,42,HR,55014,0
55,21,18,57,HR,144084,1
38,17,12,42,Finance,117323,1
31,10,12,44,IT,94923,1
40,15,16,44,Finance,113388,1
25,2,12,52,Finance,70367,0
39,1,16,44,Finance,70131,0
42,2,14,41,IT,68301,0
39,3,16,38,HR,75999,0
36,5,12,35,HR,73421,0
44,4,14,45,HR,77538,0
24,1,12,53,IT,61239,0
35,3,16,39,IT,72274,0
45,1,18,60,HR,75025,0
55,11,14,42,Sales,96117,1
34,10,18,36,Sales,100178,1
39,4,18,36,HR,85043,1
58,36,14,58,Sales,194678,1
56,26,18,48,Sales,159497,1
27,6,18,43,HR,92424,1
50,0,18,44,HR,70648,0
39,3,18,47,IT,76877,0
45,20,14,35,Sales,130266,1
36,7,12,48,Sales,86611,1
60,30,18,36,HR,172870,1
28,3,14,38,Finance,71896,0
38,15,14,53,HR,118753,1
48,23,14,35,IT,142578,1
36,0,14,38,Finance,62067,0
39,9,16,45,Finance,92013,1
37,16,12,47,Finance,116497,1
33,0,12,52,IT,58786,0
27,1,18,44,Sales,71175,0
47,1,14,39,HR,58203,0
30,8,16,35,IT,88790,1
54,3,14,48,IT,75830,0
56,10,18,50,Finance,110794,1
45,16,12,58,Finance,117226,1
26,3,18,60,IT,87040,1
44,1,18,52,Sales,76260,0
38,5,18,37,Finance,83573,1
43,8,18,37,IT,99934,1
26,4,18,38,Finance,86081,1
49,19,18,41,HR,136387,1
45,20,18,47,HR,141477,1
37,8,12,43,HR,83133,1
44,22,12,37,Finance,136987,1
31,7,14,51,Finance,84186,1
46,19,14,49,Sales,131743,1
54,26,16,44,HR,155992,1
48,7,16,49,Sales,87397,1
23,1,12,35,IT,55285,0
31,4,12,56,IT,78979,0
58,27,16,55,HR,160959,1
34,6,12,44,Sales,74461,0
46,5,16,41,Finance,86247,1
41,2,14,41,Sales,71079,0
59,4,12,37,IT,65640,0
50,8,12,41,Sales,87197,1
28,6,16,43,IT,89885,1
40,3,18,42,IT,79763,0
52,6,18,37,Sales,89420,1
42,4,14,60,Finance,82667,1
27,2,12,39,IT,57818,0
29,1,12,47,Sales,57813,0
21,0,16,47,IT,69905,0
49,12,18,42,HR,109834,1
28,5,18,52,Finance,91603,1
24,3,14,41,HR,69273,0
55,6,18,44,IT,86489,1
23,1,18,44,Finance,70080,0
60,38,18,57,Sales,201323,1
27,1,16,45,Sales,69679,0
47,21,18,46,Finance,140940,1
21,0,14,47,HR,66278,0
47,24,18,42,HR,148623,1
36,11,14,51,Finance,98343,1
58,19,16,58,Sales,137904,1
27,6,16,48,Finance,91864,1
43,2,14,51,HR,67079,0
31,4,16,53,IT,78600,0
53,0,12,50,Sales,61999,0
56,14,12,43,Finance,104883,1
57,25,12,54,IT,151915,1
37,2,12,44,HR,66585,0
55,33,12,43,Sales,174994,1
25,3,16,35,Finance,74158,0
52,4,14,58,HR,78239,0
23,2,16,37,Finance,65925,0
55,12,18,45,Finance,109236,1
34,10,12,41,Sales,89706,1
51,0,12,52,HR,57374,0
51,21,16,47,HR,139232,1
37,14,18,57,IT,125783,1
44,17,16,57,HR,132383,1
43,15,14,59,HR,115934,1
38,8,12,52,Sales,89487,1
34,0,16,50,IT,63492,0
35,10,14,58,Sales,104539,1
35,8,12,50,HR,91767,1
26,2,12,55,IT,63182,0
47,12,12,44,Sales,103020,1
35,9,18,43,IT,99882,1
56,1,16,42,HR,67847,0
28,5,12,53,IT,74640,0
35,5,12,37,IT,67700,0
23,2,14,60,IT,69093,0
33,1,16,58,HR,71672,0
54,15,14,43,HR,117024,1
44,20,16,36,IT,133134,1
60,28,12,53,Sales,153436,1
52,11,18,42,Sales,102700,1
52,10,14,52,HR,103458,1
50,5,18,42,Finance,83855,1
33,2,18,39,Sales,78210,0
21,0,18,40,IT,70516,0
54,13,16,44,Finance,110641,1
35,11,16,49,HR,107708,1
34,1,18,38,Sales,67427,0
49,10,12,37,Finance,93362,1
54,21,12,58,HR,135148,1
38,2,18,43,HR,71343,0
27,1,14,50,IT,70078,0
49,0,14,50,Sales,63674,0
51,29,16,49,Finance,168395,1
45,23,14,58,IT,142769,1
58,0,12,43,Sales,56548,0
34,11,18,51,Finance,105079,1
28,6,14,55,HR,81270,1
47,4,18,46,HR,84362,1
22,0,14,57,Sales,61053,0
37,5,16,42,IT,78659,0
57,26,12,48,Finance,147846,1
34,11,16,52,Finance,108082,1
45,11,18,46,HR,105740,1
50,2,12,48,Sales,60508,0
49,22,12,54,IT,136654,1
40,1,16,57,HR,76747,0
41,6,14,39,HR,82778,1
42,1,16,35,IT,64360,0
55,31,18,47,Finance,177089,1
57,31,14,48,Finance,166217,1
36,10,16,36,Sales,93140,1
37,10,16,50,HR,101444,1
36,13,14,39,Sales,102274,1
22,0,14,56,Finance,68629,0
24,1,14,35,IT,62678,0
41,10,16,46,Finance,101284,1
59,35,14,53,Finance,188379,1
54,16,14,56,HR,118166,1
50,15,14,56,Finance,113865,1
26,2,12,57,Sales,72084,0
37,9,18,44,IT,99404,1
59,17,14,46,HR,124846,1
45,2,18,53,IT,78101,0
25,1,14,50,Sales,70256,0
25,3,14,51,Sales,72253,0
40,8,12,47,Finance,90594,1
36,13,12,41,Sales,106742,1
57,10,14,37,Finance,91690,1
60,32,14,39,HR,174317,1
29,3,14,38,IT,65157,0
25,1,18,49,Finance,78987,0
22,0,14,51,Finance,64521,0
29,5,18,46,HR,83346,1
56,21,12,57,Sales,136246,1
42,21,18,48,Finance,141132,1
42,4,14,38,Sales,72477,0
42,2,12,51,Finance,71132,0
54,1,16,45,Sales,73903,0
49,2,12,40,Finance,58048,0
58,8,16,38,IT,94759,1
53,17,18,47,IT,126453,1
38,10,12,54,IT,93941,1
27,3,12,49,Finance,66268,0
21,0,12,52,Sales,63183,0
53,2,18,51,HR,80757,1
21,0,14,53,HR,64723,0
44,17,18,44,HR,133341,1
24,3,12,39,IT,61428,0
24,1,14,46,IT,63552,0
38,6,12,59,IT,78051,0
47,0,12,49,Sales,55972,0
52,5,16,57,IT,85637,1
53,17,12,38,Sales,118325,1
48,12,18,42,Sales,114057,1
56,21,18,54,Sales,141557,1
26,2,18,56,Finance,83490,1
36,6,14,51,HR,88368,1
54,8,16,40,Sales,91194,1
43,2,16,50,HR,78836,0
44,22,12,60,Sales,136392,1
33,11,12,39,Sales,92524,1
38,17,16,48,IT,127161,1
33,7,14,36,HR,83251,1
57,8,18,51,Sales,95732,1
59,12,12,40,HR,93480,1
37,7,16,45,IT,93191,1
35,5,14,36,Sales,74270,0
38,9,18,59,IT,101865,1
43,16,12,59,Sales,113028,1
50,6,18,35,IT,85754,1
54,16,18,39,IT,127308,1
24,2,16,42,Finance,73850,0
23,1,16,38,Sales,64201,0
27,1,18,53,Sales,71344,0
38,1,18,39,Sales,68252,0
27,2,12,39,HR,66871,0
60,27,14,58,Finance,162603,1
26,2,14,50,HR,74848,0
42,0,18,56,Sales,69251,0
21,0,16,52,Finance,70518,0
24,0,14,45,IT,60503,0
49,20,18,51,Finance,137886,1
41,9,16,37,IT,89989,1
46,20,12,52,Sales,128328,1
34,13,14,38,Sales,108941,1
29,8,12,53,IT,90907,1
32,5,16,43,Finance,86410,1
26,5,18,39,HR,83835,1
40,18,12,38,Finance,119880,1
44,20,18,50,IT,138654,1
47,9,14,44,IT,91806,1
58,34,12,43,HR,179581,1
28,1,14,50,HR,63819,0
21,0,14,54,HR,65352,0
44,20,14,56,IT,132734,1
27,2,14,60,Sales,77338,0
39,4,14,51,Finance,75123,0
42,10,16,52,HR,100105,1
55,9,12,49,IT,92279,1
50,16,18,54,Finance,130998,1
49,3,18,43,HR,82269,1
42,20,16,40,Sales,135934,1
31,1,18,40,Finance,75503,0
40,17,18,45,Finance,124055,1
49,0,18,59,IT,77599,0
54,13,12,54,IT,101709,1
21,0,18,37,IT,66218,0
51,7,12,57,Sales,83916,1
50,1,18,46,Finance,71789,0
38,14,18,49,HR,119026,1
37,1,12,41,Sales,59105,0
58,35,16,59,HR,192481,1
34,13,18,56,HR,122892,1
43,0,14,52,IT,59793,0
45,18,14,56,HR,127794,1
35,4,16,49,HR,83206,1
42,9,14,42,Sales,95069,1
23,0,12,56,IT,57297,0
39,14,18,43,HR,122342,1
54,29,18,49,HR,176264,1
55,6,18,50,HR,89410,1
21,0,18,54,Finance,76970,0
41,17,14,37,Finance,122266,1
49,12,14,39,IT,101831,1
26,1,14,37,Sales,61166,0
57,7,12,36,IT,78348,0
21,0,14,36,Finance,60727,0
21,0,14,38,IT,59024,0
47,26,18,37,Sales,161562,1
41,9,14,43,IT,94081,1
36,13,16,57,HR,115617,1
60,10,16,56,Sales,105600,1
46,5,18,60,Sales,93505,1
36,4,14,46,Sales,74351,0
48,0,16,58,IT,68985,0
21,0,16,43,IT,64357,0
56,18,12,53,HR,121783,1
30,6,18,46,Sales,94986,1
37,2,16,50,HR,69768,0
43,19,16,60,Sales,140236,1
27,5,18,57,Finance,90674,1
27,2,14,59,IT,76823,0
35,4,18,35,HR,83782,1
54,18,12,44,IT,119533,1
24,0,12,59,IT,63891,0
34,7,12,57,Finance,89642,1
34,7,16,44,Finance,92248,1
36,13,14,38,Sales,102868,1
27,1,12,45,Finance,58659,0
52,21,18,56,Sales,141933,1
39,3,12,45,Finance,66228,0
22,0,16,45,Finance,69916,0
30,9,12,56,HR,88548,1
37,1,14,40,Finance,59482,0
57,7,12,49,HR,80710,1
32,0,14,36,Finance,57650,0
26,2,14,55,HR,71258,0
42,5,18,57,IT,89593,1
52,10,14,56,Sales,95789,1
40,9,16,37,Finance,91216,1
21,0,16,39,HR,65721,0
26,4,14,58,Finance,83016,1
39,0,14,45,HR,66122,0
38,1,12,55,HR,60635,0
26,2,12,46,Finance,66195,0
53,8,18,60,Sales,102218,1
43,4,12,37,HR,64277,0
43,9,16,43,IT,96651,1
46,9,12,37,Finance,82319,1
33,11,18,36,IT,103428,1
27,1,18,40,HR,73535,0
35,9,14,58,HR,94689,1
47,20,18,40,Finance,141845,1
46,20,14,51,Sales,134561,1
53,0,16,42,IT,68281,0
35,2,16,35,Sales,74036,0
56,4,12,59,IT,77600,0
47,24,18,42,Sales,155123,1
25,1,16,56,Finance,67907,0
22,1,14,49,IT,64791,0
53,7,18,52,Finance,96745,1
36,0,18,47,Sales,69219,0
43,8,14,59,Sales,94011,1
58,31,18,42,Sales,181044,1
36,5,18,54,Finance,87748,1
34,0,16,52,HR,67044,0
49,7,14,47,HR,85720,1
46,20,16,48,IT,132414,1
55,6,14,49,Finance,88660,1
35,6,12,40,Finance,76896,0
23,2,18,35,Finance,75553,0
43,6,18,41,Sales,93450,1
49,21,16,35,Finance,132591,1
54,26,18,49,HR,159288,1
53,7,18,40,IT,90038,1
43,8,16,39,HR,95682,1
27,3,16,46,Finance,77481,0
23,2,14,60,IT,72394,0
52,1,12,37,IT,56698,0
51,6,16,56,Finance,93639,1
38,14,14,54,Finance,114076,1
27,1,16,48,HR,66375,0
21,0,14,40,HR,60204,0
34,5,12,38,Sales,75637,0
52,17,14,49,Sales,122275,1
26,1,14,51,Sales,71115,0
59,32,18,39,Finance,183507,1
30,6,16,58,Finance,94876,1
27,2,14,40,Sales,65672,0
46,13,16,44,Sales,108555,1
54,12,14,43,HR,99523,1
50,15,18,38,Sales,120536,1
56,15,18,60,Sales,130832,1
41,4,12,43,IT,68730,0
37,5,14,42,Sales,81790,1
53,25,18,37,IT,154282,1
30,2,16,56,Sales,80095,1
32,9,14,54,IT,93789,1
36,14,14,35,Sales,104252,1
52,22,12,59,HR,137714,1
35,6,16,54,Finance,84813,1
47,0,12,39,IT,51343,0
48,7,14,37,Finance,79735,0
37,3,12,38,HR,64599,0
22,0,14,59,Sales,60861,0
56,21,14,57,Sales,139669,1
27,2,12,58,HR,66802,0
33,4,12,53,Finance,72893,0
35,9,14,49,Finance,94055,1
45,4,12,53,Finance,68956,0
43,16,12,50,Finance,115284,1
42,2,14,57,IT,70337,0
46,18,16,42,Finance,127502,1
53,0,12,48,IT,59396,0
31,6,12,39,HR,72319,0
30,0,18,35,Sales,66374,0
45,22,16,53,IT,142513,1
57,22,12,39,Finance,134841,1
58,4,14,37,Sales,73473,0
44,6,18,51,IT,90135,1
60,5,18,41,Sales,89657,1
53,21,18,51,HR,148119,1
37,16,12,60,Finance,116557,1
44,12,14,47,HR,103271,1
57,11,18,56,Sales,111282,1
22,1,16,56,HR,74225,0
52,29,18,48,Finance,167534,1
44,7,18,57,IT,96208,1
29,4,16,46,HR,82406,1
24,2,18,45,Finance,77237,0
37,4,18,35,Sales,84677,1
37,12,16,37,HR,108045,1
50,25,12,46,IT,142873,1
60,7,16,43,HR,85556,1
31,7,12,36,Sales,79953,0
41,0,12,48,Sales,57268,0
41,12,12,39,Sales,99234,1
38,4,16,37,HR,80535,1
49,27,16,46,HR,156067,1
44,20,12,46,HR,131406,1
30,7,16,55,IT,94570,1
37,16,12,41,Finance,110186,1
38,12,16,35,HR,100361,1
40,8,14,37,IT,87014,1
57,1,16,45,Sales,68957,0
38,16,16,47,HR,121033,1
37,6,16,56,HR,85009,1
29,2,12,57,HR,69222,0
34,2,12,44,IT,61357,0
49,18,14,53,HR,124277,1
51,23,14,38,HR,137089,1
24,0,18,56,Finance,76667,0
38,9,14,39,IT,92430,1
40,13,12,45,Finance,104283,1
29,1,14,43,Finance,60755,0
33,9,14,47,Finance,96817,1
35,14,16,51,Finance,112950,1
47,25,14,49,Sales,148158,1
35,0,18,47,HR,69557,0
48,24,16,55,Finance,153490,1
57,14,12,45,IT,103182,1
39,5,18,35,HR,80966,1
46,17,12,42,Finance,114386,1
46,0,18,57,Finance,69095,0
45,23,16,39,IT,147468,1
46,2,18,56,Sales,76942,0
46,16,18,50,IT,122956,1
48,15,14,38,Sales,107117,1
38,7,12,59,Sales,85146,1
52,27,16,53,Sales,159815,1
23,0,18,52,Finance,72795,0
22,1,12,57,Finance,61067,0
53,16,12,36,Sales,108672,1
39,8,14,47,Sales,85132,1
37,11,12,50,Finance,95987,1
53,28,16,56,Sales,168587,1
32,8,14,42,Finance,92216,1
23,2,18,53,Sales,78782,0
46,3,16,37,Finance,71678,0
55,24,16,53,IT,153538,1
28,4,16,51,Sales,81162,1
56,10,14,43,Sales,92717,1
27,3,12,55,IT,71867,0
56,3,16,59,HR,80673,1
36,13,12,55,Sales,105294,1
44,13,12,57,HR,102314,1
21,0,16,51,IT,65507,0
45,5,12,59,Sales,78180,0
30,0,14,35,HR,57883,0
36,1,14,38,Sales,59924,0
36,7,18,57,Sales,99462,1
28,3,12,49,Finance,66814,0
49,9,12,46,HR,85110,1
59,6,18,59,Finance,91730,1
48,3,14,51,Finance,74833,0
26,5,18,46,HR,92277,1
36,15,18,50,HR,120472,1
40,8,18,47,Finance,101054,1
36,3,12,45,Sales,71908,0
27,4,12,49,Sales,68524,0
34,7,12,50,IT,80227,1
46,5,12,40,Sales,76003,0
46,0,16,60,HR,70121,0
34,6,18,45,HR,87732,1
27,0,18,49,IT,71380,0
53,2,12,39,HR,64445,0
46,0,14,37,Finance,61705,0
40,0,16,60,IT,65762,0
23,2,16,36,IT,64821,0
24,0,14,35,Sales,55759,0
46,12,12,49,Sales,100261,1
31,0,16,36,Finance,64932,0
22,1,16,54,Finance,70005,0
34,5,18,40,Sales,88270,1
50,29,18,46,Sales,171192,1
32,5,12,55,Finance,82733,1
46,13,12,50,Sales,108112,1
53,3,18,48,IT,80336,1
33,6,18,38,Finance,90497,1
34,6,18,42,Sales,91414,1
44,11,14,46,HR,103614,1
54,24,16,57,HR,153067,1
46,11,12,48,Finance,100525,1
41,16,12,54,HR,117531,1
48,20,14,60,HR,135165,1
56,14,18,47,IT,117582,1
60,9,16,39,Finance,98237,1
22,0,18,46,HR,67684,0
29,6,12,44,Sales,75838,0
43,19,14,55,Finance,129877,1
35,3,16,53,Finance,75015,0
33,12,16,47,HR,109104,1
43,11,16,43,HR,102208,1
37,0,16,45,IT,60726,0
22,0,14,39,Sales,55235,0
40,9,12,47,IT,85722,1
40,17,16,44,IT,124065,1
23,2,16,52,Sales,76689,0
32,1,12,49,HR,62413,0
60,7,18,54,IT,95234,1
22,1,16,46,Finance,64958,0
56,21,16,38,IT,139118,1
34,9,18,39,Sales,103558,1
36,9,12,42,IT,88091,1
39,8,12,39,IT,86908,1
